index,artist,country,country_group,artwork,type,auction_house,auction_location,cm_x,cm_y,year_sold,month_sold,year_made,price_usd
10012,Jacob Hendrik Pierneef,South Africa,Southern Africa,HECTORSPRUIT,work on canvas,Bonhams,bond street,66.4972,66.4972,2017,3,2017,40540.0
22385,Conrad Botes,South Africa,Southern Africa,Murder and Mayhem,paintings,Strauss & Co,cape town,54.0004,54.0004,2017,10,2017,2556.0
21910,Robert Hodgins,South Africa,Southern Africa,DEATH & THE MAIDEN,work on paper,Stephan Welz & Co,johannesburg,119.9896,119.9896,2017,2,2017,48465.0
23027,Houshiary Shirazeh,Iran,Middle East,SPOON AND SALT,sculpture,Sotheby's,new york,33.02,33.02,2008,5,2008,20000.0
48089,Reuven (Zelicovici) Rubin,Israel,Middle East,Near Nazareth,work on paper,Matsart Auctioneers & Appraisers,king david st.,72.9996,72.9996,2014,12,2014,97750.0
37823,Israel Ziv,Israel,Middle East,Untitled,work on canvas,Montefiore Auction House,nachmani street,89.9922,89.9922,2016,7,2016,460.0
32780,Michal Na'aman,Israel,Middle East,Half New Sheqel,work on paper,Tiroche Auction House,kikar de shalif,99.9998,99.9998,2016,6,2016,8625.0
16233,Kibwanga Mwenze,Congo DRC,Central Africa,Scène de chasse.,work on canvas,"Hotel de Ventes Horta, Brussels",av. de roodebeek,99.9998,99.9998,2019,4,2019,671.0
28551,Assaf Shani,Israel,Middle East,Nitzana,work on canvas,Montefiore Auction House,nachmani street,40.005,40.005,2018,12,2018,432.0
35597,Farhad Moshiri,Iran,Middle East,Jar with horizontal calligraphy,work on canvas,Christie's,dubai,150.0124,150.0124,2015,3,2015,125000.0
31790,Ruth Schloss,Israel,Middle East,Young Girl Reading,work on paper,Tiroche Auction House,kikar de shalif,32.004,32.004,2015,7,2015,633.0
13190,Frans David Oerder,South Africa,Southern Africa,East African Coast,work on canvas,Strauss & Co,johannesburg,69.0118,69.0118,2017,6,2017,84960.0
6112,Brett Murray,South Africa,Southern Africa,Red Shoe,work on canvas,Stephan Welz & Co,cape town,47.0,47.0,2014,4,2014,1337.0
26622,Reuven (Zelicovici) Rubin,Israel,Middle East,Ha'ari synagogue in Safed,work on paper,Matsart Auctioneers & Appraisers,king david st.,27.0002,27.0002,2011,12,2011,19200.0
7338,Gerard Sekoto,South Africa,Southern Africa,FEMME AU TURBAN,work on canvas,Hotel Des Ventes,belgium,48.006,48.006,2012,7,2012,21845.0
8959,Ephraim Mojalefa Ngatane,South Africa,Southern Africa,TOWNSHIP SCENE WITH FIGURES,work on canvas,5th Avenue Auctioneers,johannesburg,70.993,70.993,2016,8,2016,3315.0
21114,Mahmoud Hamadani,Iran,Middle East,"""US Military Spending vs. Axis of Evil - 2005,""",paintings,Clars Auction Gallery,oakland,29.845,29.845,2018,9,2018,1000.0
48338,Reuven (Zelicovici) Rubin,Israel,Middle East,Mother and child on a donkey,work on canvas,Matsart Auctioneers & Appraisers,king david st.,32.004,32.004,2011,6,2011,3450.0
25080,Yosl (Yosel) Bergner,Israel,Middle East,Flowers,work on canvas,Schuler Auktionen,seestrasse,72.9996,72.9996,2014,6,2014,5575.0
26262,Reuven (Zelicovici) Rubin,Israel,Middle East,View of Safed,work on paper,Christie's,new york,40.64,40.64,1997,5,1997,10000.0
2682,Walter Whall Battiss,South Africa,Southern Africa,Boy and Dog Beside Pond,work on canvas,Stephan Welz & Co,johannesburg,49.5,49.5,2018,11,2018,14120.0
29778,Yaacov (Gibstein) Agam,Israel,Middle East,Movement and transformation,sculpture,De Vuyst,blank,21.0058,21.0058,1994,3,1994,1987.0
20952,Hussein Madi,Lebanon,Middle East,Signs on Blue,work on canvas,Bonhams,dubai,99.9998,99.9998,2008,11,2008,25000.0
45688,Nir Hod,Israel,Middle East,"Souvenirs, 1994",mixed media,Tiroche Auction House,kikar de shalif,40.005,40.005,2016,1,2016,2185.0
30226,Yaacov (Gibstein) Agam,Israel,Middle East,COLOURED AGGLOMERATION,paintings,Sotheby's,new york,33.02,33.02,2006,3,2006,14400.0
41892,Salah AlKara,Israel,Middle East,A Red Flower in the Plant,work on canvas,Tiroche Auction House,kikar de shalif,43.9928,43.9928,2010,7,2010,1725.0
38229,Sigalit Landau,Israel,Middle East,Squirting Cucumber 2006,work on paper,Tiroche Auction House,kikar de shalif,124.9934,124.9934,2016,6,2016,10925.0
1582,Barthelemy Toguo,Cameroon,Central Africa,You Are Not Supposed To Park Here,paintings,Bonhams,bond street,112.0,98.5,2015,10,2015,22990.0
47234,Reza Drakshani,Iran,Middle East,Sensibility Green Summer Serenades,work on canvas,Christie's,dubai,181.991,181.991,2012,10,2012,86500.0
9400,George Milwa Mnyaluza Pemba,South Africa,Southern Africa,THE BUS SHELTER,work on canvas,Strauss & Co,johannesburg,54.5084,54.5084,2017,11,2017,19615.0
10849,Jacob Hendrik Pierneef,South Africa,Southern Africa,WILDENBOOM,work on paper,Strauss & Co,johannesburg,37.0078,37.0078,2019,5,2019,10435.0
8256,Dylan Lewis,South Africa,Southern Africa,SITTING CHEETAH PAIR,work on canvas,Christie's,"london, king street",121.9962,121.9962,2019,9,2019,64850.0
10611,Jacob Hendrik Pierneef,South Africa,Southern Africa,"USAKOS, S W A",work on paper,Stephan Welz & Co,johannesburg,34.0106,34.0106,1986,4,1986,148.0
17218,JP Mika,Congo DRC,Central Africa,"Congo terre de convoitise, 2010",work on canvas,Piasa,paris,97.0026,97.0026,2020,6,2020,4558.0
16471,Stanley Faraday Pinker,South Africa,Southern Africa,"Blue Crane, Overberg",work on paper,Russell Kaplan Auctioneers,johannesburg,8.9916,8.9916,2020,7,2020,476.0
41756,Sirak Melkonian,Iran,Middle East,Man climbing a mountain at night,work on canvas,"Tajan, Paris",rue des mathurins,197.993,197.993,2011,5,2011,14910.0
9607,Dumile Feni,South Africa,Southern Africa,SILENCE 1978,work on paper,Aspire Art Auctions,johannesburg,37.0078,37.0078,2019,11,2019,201945.0
1790,Adel El Siwi,Egypt,North Africa,Untitled (I); Untitled (Ii),paintings,Bonhams,bond street,48.7,34.1,2011,6,2011,4947.0
2936,Walter Whall Battiss,South Africa,Southern Africa,Reclining Nude,work on canvas,5th Avenue Auctioneers,johannesburg,42.0,42.0,2016,8,2016,831.0
34214,Fikret Mualla Saygı,Turkey,Middle East,Nature-morte aux aubergines,work on canvas,Millon & Associes,paris,26.0096,26.0096,2020,9,2020,3801.0
9606,Dumile Feni,South Africa,Southern Africa,MUSICIAN WITH DOGS,work on paper,5th Avenue Auctioneers,johannesburg,43.9928,43.9928,2015,12,2015,4176.0
29355,Igael Tumarkin,Israel,Middle East,"The Myth about the Earth, 1981",work on paper,Montefiore Auction House,nachmani street,64.9986,64.9986,2014,12,2014,1840.0
25328,Yosl (Yosel) Bergner,Israel,Middle East,Oil Lamp,work on paper,Tiroche Auction House,kikar de shalif,35.0012,35.0012,2016,2,2016,920.0
26307,Reuven (Zelicovici) Rubin,Israel,Middle East,RIDERS WITH BOUQUET,work on canvas,Christie's,new york,73.3552,73.3552,2008,11,2008,146500.0
39858,Menashe Kadishman,Israel,Middle East,Binding of Isaac,work on canvas,Tiroche Auction House,kikar de shalif,29.9974,29.9974,2020,10,2020,1100.0
1890,Chidi Kwubiri,Nigeria,West Africa,Vogeltanz III,paintings,Auktionshaus an der Ruhr,mülheim,50.0,60.0,2019,4,2019,1740.0
9893,Pascale Marthine Tayou,Cameroon,Central Africa,"DREAM I, THE LAST DEAL",sculpture,Sotheby's,bond street,262.9916,262.9916,2020,10,2020,49090.0
29836,Yaacov (Gibstein) Agam,Israel,Middle East,"Revolving Kiddush cup, Magen David",sculpture,Matsart Auctioneers & Appraisers,blank,8.001,8.001,2020,4,2020,700.0
36568,Ayman Baalbaki,Lebanon,Middle East,L'Armonial,work on canvas,Bonhams,bond street,299.9994,299.9994,2014,10,2014,168185.0
19352,Mustafa Ali,Syria,Middle East,Homme sur un bateau,sculpture,Villanfray & Associés,rue de la grange bateliere,24.003,24.003,2013,5,2013,1927.0
49743,Marcel Janco,Israel,Middle East,Messina Bay,work on canvas,Montefiore Auction House,nachmani street,50.0126,50.0126,2006,5,2006,1035.0
15528,Titta Fasciotti,South Africa,Southern Africa,LANDSCAPE WITH HOUSES,work on board,Stephan Welz & Co,johannesburg,38.989,38.989,2017,11,2017,1429.0
3336,Walter Whall Battiss,South Africa,Southern Africa,Figure amongst trees,work on canvas,Bonhams,blank,41.0,41.0,2012,10,2012,4206.0
12444,Cecil Edwin Frans Skotnes,South Africa,Southern Africa,Resonance VI (Floating),sculpture,Strauss & Co,cape town,197.993,197.993,2012,6,2012,28465.0
30331,Yaacov (Gibstein) Agam,Israel,Middle East,EVOLUTION - LINE STRUCTURE,sculpture,Sotheby's,rue du faubourg saint-honoré,8.001,8.001,2018,6,2018,53065.0
9487,Sydney Alex Kumalo,South Africa,Southern Africa,STUDY FOR RECLINING JOYOUS,work on paper,Russell Kaplan Auctioneers,johannesburg,51.0032,51.0032,2013,9,2013,1418.0
1304,Dominique Zinkpe,Benin,West Africa,Hommage,paintings,Artcurial,paris,80.0,110.0,2010,10,2010,6278.0
34239,Fikret Mualla Saygı,Turkey,Middle East,Riviera,work on canvas,Mirabaud & Mercier,rue de faubourg saint-honore,24.9936,24.9936,2014,12,2014,2216.0
16620,John Meyer,South Africa,Southern Africa,‘REDEMPTION II’,work on canvas,Auctionata,kurfürstendamm,75.9968,75.9968,2015,6,2015,11810.0
2151,Deborah Poynton,South Africa,Southern Africa,November In Dedham Vale,paintings,Bamfords,derby & bakewell,28.5,39.0,2017,5,2017,51.0
34647,Batia Magal,Israel,Middle East,Dancers,work on canvas,The Potomack Company,north fairfax street,80.01,80.01,2013,8,2013,100.0
10958,Jacob Hendrik Pierneef,South Africa,Southern Africa,BUSHVELD TREES,work on paper,Strauss & Co,johannesburg,41.5036,41.5036,2014,6,2014,4153.0
7001,Freddy Tsimba,South Africa,Southern Africa,"Centre fermé, rêve ouvert",work on canvas,Bonhams,bond street,147.0,147.0,2018,10,2018,16280.0
9992,Jacob Hendrik Pierneef,South Africa,Southern Africa,BOLAND FARM,work on canvas,Bonhams,bond street,54.5084,54.5084,2018,9,2018,39130.0
41398,Farid Belkahia,Morocco,North Africa,COMPOSITION,other,C.M.O.O.A,rue essanaani,45.0088,45.0088,2010,6,2010,6160.0
23856,Hennie Niemann,South Africa,Southern Africa,BRINGING IN THE CATCH,work on board,Stephan Welz & Co,johannesburg,26.0096,26.0096,2007,11,2007,5280.0
10002,Jacob Hendrik Pierneef,South Africa,Southern Africa,HARTBEESPOORT DAM,work on canvas,Bonhams,bond street,59.0042,59.0042,2017,9,2017,237690.0
31122,Yohanan Simon,Israel,Middle East,Fantastic Plants,work on canvas,Tiroche Auction House,kikar de shalif,40.9956,40.9956,2010,1,2010,6325.0
18144,Farid Belkahia,Morocco,North Africa,SANS TITRE / UNTITLED,mixed media,C.M.O.O.A,quartier bourgogne null,43.9928,43.9928,2008,12,2008,6915.0
28952,Igael Tumarkin,Israel,Middle East,Untitled,work on canvas,Tiroche Auction House,kikar de shalif,72.9996,72.9996,2011,6,2011,7475.0
37713,Pinchas Abramovich,Israel,Middle East,Composition,work on board,Montefiore Auction House,nachmani street,64.008,64.008,2012,3,2012,1150.0
30211,Yaacov (Gibstein) Agam,Israel,Middle East,TRANSPARANCE DES STRUCTURES,paintings,Sotheby's,new york,100.33,100.33,2010,12,2010,134500.0
9615,Dumile Feni,South Africa,Southern Africa,CHILDREN UNDER APARTHEID,work on paper,Aspire Art Auctions,johannesburg,132.9944,132.9944,2017,7,2017,92530.0
36604,Ayman Baalbaki,Lebanon,Middle East,RUINE - FORME,work on canvas,Sotheby's,bond street,59.9948,59.9948,2018,10,2018,12980.0
19013,Mohammad Ehsai,Iran,Middle East,Sans titre,work on canvas,Christie's,avenue matignon,48.6918,48.6918,2008,12,2008,13720.0
12610,Christo Coetzee,South Africa,Southern Africa,Abstract No 42,work on paper,Russell Kaplan Auctioneers,johannesburg,47.49800000000001,47.49800000000001,2014,10,2014,731.0
8646,Francois Krige,South Africa,Southern Africa,"KLEIN LEEUKOPPIE, HOUT BAY",work on canvas,Stephan Welz & Co,cape town,35.9918,35.9918,2017,6,2017,1558.0
25066,Yosl (Yosel) Bergner,Israel,Middle East,Bird's Song,work on canvas,Montefiore Auction House,nachmani street,99.9998,99.9998,2005,6,2005,23000.0
48558,Reuven (Zelicovici) Rubin,Israel,Middle East,THE BIG BOUQUET,work on canvas,Sotheby's,new york,88.9,88.9,2007,12,2007,301000.0
43717,Samuel Bak,Israel,Middle East,Touché,work on canvas,Bonhams,san bruno avenue,56.515,56.515,2015,2,2015,7500.0
9739,Dumile Feni,South Africa,Southern Africa,MOTHER AND CHILD,work on paper,Strauss & Co,johannesburg,65.5066,65.5066,2020,11,2020,12290.0
9027,Ephraim Mojalefa Ngatane,South Africa,Southern Africa,PENNY WHISTLERS,work on canvas,Russell Kaplan Auctioneers,johannesburg,89.9922,89.9922,2016,6,2016,2283.0
9868,Pierre Bodo,Congo DRC,Central Africa,ME AND YOU - 2005,work on canvas,Rennes Enchères,france,99.9998,99.9998,2019,11,2019,5535.0
1430,Aboudia,Ivory Coast,West Africa,Untitled,paintings,Millon & Associes,paris,187.3,129.5,2014,6,2014,8200.0
29478,Igael Tumarkin,Israel,Middle East,Untitled,work on canvas,Montefiore Auction House,nachmani street,99.0092,99.0092,2006,10,2006,5520.0
880,Ben Enwonwu,Nigeria,West Africa,Anyanwu,sculpture,Christie's,london,93.98,27.94,2007,3,2007,1501.0
13685,"Monsengwo Kejwamfi ""Moke""",Congo DRC,Central Africa,Untitled,work on canvas,Piasa,paris,129.9972,129.9972,2018,4,2018,3218.0
39840,Menashe Kadishman,Israel,Middle East,Portrait of a Sheep,work on canvas,Stair Galleries,hudson,60.96,60.96,2012,7,2012,850.0
26976,Reuven (Zelicovici) Rubin,Israel,Middle East,MUSICIANS OF SAFED,work on canvas,Sotheby's,new york,38.4302,38.4302,2011,12,2011,77500.0
6033,Mohamed Melehi,Morocco,North Africa,Composition 1970,work on canvas,Artcurial,blank,100.0,100.0,2016,12,2016,54970.0
4923,Carl Adolph Buchner,South Africa,Southern Africa,Still Life,work on canvas,Stephan Welz & Co,cape town,76.5,76.5,2008,2,2008,2197.0
1450,Aboudia,Ivory Coast,West Africa,Grigali,paintings,Sotheby's,london,180.0,260.0,2017,5,2017,12940.0
48833,Reuven (Zelicovici) Rubin,Israel,Middle East,Mother and child,work on paper,Christie's,new york,50.8,50.8,1990,2,1990,6000.0
12211,Cecil Edwin Frans Skotnes,South Africa,Southern Africa,THE MASK,sculpture,Stephan Welz & Co,cape town,37.0078,37.0078,2012,10,2012,8070.0
7491,Gerard Sekoto,South Africa,Southern Africa,THREE GIRLS PLAYING,work on canvas,Stephan Welz & Co,johannesburg,8.9916,8.9916,2008,11,2008,1997.0
38457,Menashe Kadishman,Israel,Middle East,Childbirth,sculpture,AuctionART-Remy Le Fur & Associes,rue de duras,43.9928,43.9928,2020,12,2020,624.0
10768,Jacob Hendrik Pierneef,South Africa,Southern Africa,TREE TRUNKS,work on canvas,Strauss & Co,cape town,60.5028,60.5028,2013,2,2013,27480.0
44547,Yitzhak Frenkel-Frenel,Israel,Middle East,Simhat Tora,work on canvas,Matsart Auctioneers & Appraisers,king david st.,45.0088,45.0088,2018,10,2018,2991.0
43989,Samuel Bak,Israel,Middle East,"Chimneys, Hills and Rooftops",work on canvas,Montefiore Auction House,nachmani street,27.0002,27.0002,2014,12,2014,2760.0
28704,Shafic Abboud,Lebanon,Middle East,UNTITLED,work on paper,Sotheby's,bond street,35.0012,35.0012,2019,11,2019,12120.0
27310,Shafic Abboud,Lebanon,Middle East,Composition abstraite,work on paper,Ader Nordmann,rue favart,37.9984,37.9984,2011,6,2011,9055.0
43175,Zvi Mairovich,Israel,Middle East,Port,work on canvas,Tiroche Auction House,kikar de shalif,61.0108,61.0108,2014,6,2014,850.0
3104,Walter Whall Battiss,South Africa,Southern Africa,Orgy Scene,work on canvas,Stephan Welz & Co,cape town,30.0,30.0,2015,2,2015,534.0
33002,Mohsen Vaziri-Moghaddam,Iran,Middle East,Untitled,work on canvas,Bonhams,dubai,148.9964,148.9964,2008,11,2008,38400.0
7187,Gerard Sekoto,South Africa,Southern Africa,MEAL TIME,work on canvas,Doyle,new york,35.56,35.56,2018,5,2018,125000.0
21379,Farhad Moshiri,Iran,Middle East,LORAZEPAM,work on canvas,Sotheby's,al-markhiya street,175.3108,175.3108,2009,3,2009,200000.0
14849,Adriaan Boshoff,Congo DRC,Central Africa,Musicians,work on canvas,Aspire Art Auctions,johannesburg,102.0064,102.0064,2019,3,2019,20515.0
43775,Samuel Bak,Israel,Middle East,Blauer Vogel,work on paper,"Dobiaschofsky Auktionen, Bern",monbijoustrasse,48.9966,48.9966,2007,5,2007,2223.0
26738,Reuven (Zelicovici) Rubin,Israel,Middle East,Shearing,work on paper,Matsart Auctioneers & Appraisers,king david st.,51.0032,51.0032,2008,5,2008,18000.0
48246,Reuven (Zelicovici) Rubin,Israel,Middle East,Madonna with pomegranate,work on canvas,Matsart Auctioneers & Appraisers,king david st.,53.4924,53.4924,2012,11,2012,60000.0
7679,Maggie Maria Magdalena Laubser,South Africa,Southern Africa,LANDSCAPE WITH GEESE,work on canvas,Strauss & Co,cape town,48.9966,48.9966,2020,11,2020,18275.0
20469,Farhad Moshiri,Iran,Middle East,"Johnny 3D, 2009",mixed media,Phillips,howick place,137.0076,137.0076,2015,6,2015,141155.0
15040,Adriaan Boshoff,Congo DRC,Central Africa,BELOW THE HARTEBEESPOORT DAM,work on panel,Stephan Welz & Co,cape town,35.0012,35.0012,2008,10,2008,2716.0
6540,John Goba,Sierra Leone,West Africa,Madame Yoko and the Palm Wine Tapper,work on canvas,Auctionata,germany,92.0,92.0,2016,4,2016,8930.0
15520,Titta Fasciotti,South Africa,Southern Africa,BUSHVELD LANDSCAPE,work on board,Stephan Welz & Co,cape town,22.5044,22.5044,2008,2,2008,3177.0
13863,Lucas Tandokwazi Sithole,South Africa,Southern Africa,I'm Waiting,sculpture,Bonhams,bond street,9.4996,9.4996,2018,3,2018,7070.0
32896,Mohammad Ehsai,Iran,Middle East,Allah,work on canvas,Christie's,avenue matignon,142.1892,142.1892,2011,11,2011,70630.0
30395,Yaacov (Gibstein) Agam,Israel,Middle East,Menorah,sculpture,Tiroche Auction House,kikar de shalif,35.0012,35.0012,2018,1,2018,3450.0
33860,Fikret Mualla Saygı,Turkey,Middle East,La poule d'eau,work on canvas,Eric Pillon,rue delaroche,11.9888,11.9888,2001,5,2001,816.0
14592,Errol Stephen Boyley,Congo DRC,Central Africa,Landscape with Grazing Cattle,work on board,Strauss & Co,cape town,75.4888,75.4888,2016,5,2016,3179.0
19680,Fateh Moudarres,Syria,Middle East,Self-Portrait with Blue Fish,work on canvas,Christie's,dubai,70.0024,70.0024,2011,4,2011,74500.0
36598,Ayman Baalbaki,Lebanon,Middle East,ABEL,work on canvas,Sotheby's,al-markhiya street,150.0124,150.0124,2009,3,2009,60000.0
47059,Farhad Moshiri,Iran,Middle East,Fire Bowl,work on canvas,Christie's,dubai,150.3934,150.3934,2016,10,2016,106250.0
10492,Jacob Hendrik Pierneef,South Africa,Southern Africa,ZANZIBAR,work on paper,Stephan Welz & Co,johannesburg,34.0106,34.0106,2002,5,2002,640.0
3102,Walter Whall Battiss,South Africa,Southern Africa,Tahiti,work on canvas,Rudd's Auctioneers & Appraisers,blank,44.5,44.5,2015,3,2015,7420.0
9301,George Milwa Mnyaluza Pemba,South Africa,Southern Africa,THE PRODIGAL SON,work on canvas,Stephan Welz & Co,johannesburg,72.009,72.009,2018,7,2018,25635.0
2750,Walter Whall Battiss,South Africa,Southern Africa,Abstract,work on canvas,Stephan Welz & Co,cape town,55.0,55.0,2018,6,2018,4236.0
8344,Dylan Lewis,South Africa,Southern Africa,TRANS-FIGURE IX,work on canvas,Aspire Art Auctions,johannesburg,50.0126,50.0126,2018,2,2018,66505.0
18690,Claudio Nelson (Camus) Bravo,Morocco,North Africa,Femme Diamond,work on paper,Fine Art Auctions Miami-FAAM,miami,51.054,51.054,2011,12,2011,20000.0
1848,Peju Alatise,Nigeria,West Africa,Untitled,paintings,Sotheby's,london,177.0,133.0,2017,5,2017,21020.0
36197,Sadegh Tabrizi,Iran,Middle East,Untitled,work on canvas,Millon & Associes,paris,99.9998,99.9998,2012,10,2012,25000.0
5925,Omar El Nagdi,Egypt,North Africa,Couple embraced,work on canvas,Estim Nation,blank,32.0,32.0,2019,11,2019,418.0
22637,Tahia Halim,Egypt,North Africa,Untitled (Peasant Scene),work on board,Christie's,dubai,29.9974,29.9974,2019,3,2019,12500.0
44175,Yitzhak Frenkel-Frenel,Israel,Middle East,Figures on the road to Zefat,work on canvas,Bonhams,bond street,72.009,72.009,2011,5,2011,6785.0
41935,Massoud Arabshahi,Iran,Middle East,Untitled,work on canvas,Christie's,dubai,121.2088,121.2088,2012,10,2012,17500.0
19994,Paul Guiragossian,Lebanon,Middle East,CARNIVAL,work on canvas,Sotheby's,bond street,99.9998,99.9998,2019,10,2019,70855.0
13212,Frans David Oerder,South Africa,Southern Africa,"The Artist`s Garden, Eastwood Street, Pretoria",work on panel,Strauss & Co,johannesburg,59.5122,59.5122,2013,11,2013,15305.0
48662,Reuven (Zelicovici) Rubin,Israel,Middle East,SPRING FLOWERS,work on canvas,Sotheby's,new york,53.975,53.975,2006,3,2006,60000.0
